id,type,front,back,known
185,2,"Python: Implement the Floyd-Warshall algorithm (all pairs shortest paths).","# Python Program for Floyd Warshall Algorithm
 
# Number of vertices in the graph
V = 4
 
# Define infinity as the large enough value. This value will be
# used for vertices not connected to each other
INF  = 99999
 
# Solves all pair shortest path via Floyd Warshall Algrorithm
def floydWarshall(graph):
 
    """""" dist[][] will be the output matrix that will finally
        have the shortest distances between every pair of vertices """"""
    """""" initializing the solution matrix same as input graph matrix
    OR we can say that the initial values of shortest distances
    are based on shortest paths considerting no 
    intermedidate vertices """"""
    dist = map(lambda i : map(lambda j : j , i) , graph)
     
    """""" Add all vertices one by one to the set of intermediate
     vertices.
     ---> Before start of a iteration, we have shortest distances
     between all pairs of vertices such that the shortest
     distances consider only the vertices in set 
    {0, 1, 2, .. k-1} as intermediate vertices.
      ----> After the end of a iteration, vertex no. k is
     added to the set of intermediate vertices and the 
    set becomes {0, 1, 2, .. k}
    """"""
    for k in range(V):
 
        # pick all vertices as source one by one
        for i in range(V):
 
            # Pick all vertices as destination for the
            # above picked source
            for j in range(V):
 
                # If vertex k is on the shortest path from 
                # i to j, then update the value of dist[i][j]
                dist[i][j] = min(dist[i][j] ,
                                  dist[i][k]+ dist[k][j]
                                )
    printSolution(dist)
 
 
# A utility function to print the solution
def printSolution(dist):
    print ""Following matrix shows the shortest distances\
 between every pair of vertices""
    for i in range(V):
        for j in range(V):
            if(dist[i][j] == INF):
                print ""%7s"" %(""INF""),
            else:
                print ""%7d\t"" %(dist[i][j]),
            if j == V-1:
                print """"
 
 
 
# Driver program to test the above program
# Let us create the following weighted graph
""""""
            10
       (0)------->(3)
        |         /|\
      5 |          |
        |          | 1
       \|/         |
       (1)------->(2)
            3           """"""
graph = [[0,5,INF,10],
             [INF,0,3,INF],
             [INF, INF, 0,   1],
             [INF, INF, INF, 0]
        ]
# Print the solution
floydWarshall(graph);
# This code is contributed by Nikhil Kumar Singh(nickzuck_007)",0
186,1,"What does __getitem__ in a class allow us to use?","- iteration
- slicing
- reverse iteration
- random.choice",0
187,2,"What is the difference between __str__ and __repr__?","def __str__(self): - meant to be human readable
def __repr__(self): - mean to represent the object and be unambiguous, usually as the constructor: for a Vector class, would be:
   
def __repr__(self):
    return ""Vector({!r}, {!r})"".format(self.x, self.y)
    OR
    return ""Vector(%r, %r)"" % (self.x, self.y)


Containers use __repr__ of elements when __str__ is called on container.",0
188,2,"C: Method to find a given item x in a linked list. Head is a List *, x's data type is item_type","List *search_list(List *l, item_type x)
{
  if (l == NULL) return(NULL);

  if (l->item == x)
    return(l);
  else
    return search_list(l->next, x);
}",0
189,2,"C: Method to insert a given item x into a linked list. Head is a List *, x's data type is item_type","void insert_list(List **l, item_type x) {
  List *p;

  p = malloc(sizeof(List));
  p->item = x;
  p->next = *l;
  *l = p;
}",0
190,2,"C: Method to return the nth item from the end of a linked list.","int value_n_from_end(node_t *head, int n) {
  if (n < 1 || head == NULL) {
    printf(""Cannot get nth item from end."");
    exit(EXIT_FAILURE);
  }

  node_t *current = head;
  node_t *match = head;

  for (int i = 0; i < n && current; ++i) {
    current = current->next;
  }

  if (i != n) {
    printf(""List is too short to get nth item from end."");
    exit(EXIT_FAILURE);
  }

  while (current) {
    current = current->next;
    match = match->next;
  }

  return match->val;
}",0
191,1,"How many subsets are there in n items?",2^n,0
192,2,"Python: Given an array of non negative numbers and a total, is there subset of numbers in this array which adds up to given total.","""""""
* Time complexity is O(input.size * total_sum)
* Space complexity is O(input.size*total_sum)
""""""

def subset_sum(sequence, sum_value):
    cols = sum_value + 1         # Plus 1 for 0 valued col.
    rows = len(sequence) + 1     # Plus 1 for 0 valued row.
    T = [[False for _ in range(cols)] for _ in range(rows)]

    for row in range(rows):
        T[row][0] = True

    for index_i in range(1, rows):
        for index_j in range(1, cols):
            if index_j >= sequence[index_i - 1]:
                T[index_i][index_j] = T[index_i - 1][index_j] or T[index_i - 1][index_j - sequence[index_i - 1]]
            else:
                T[index_i][index_j] = T[index_i - 1][index_j]

    return T[rows - 1][cols - 1]


if __name__ == '__main__':
    sequence = [2, 3, 7, 8]
    assert True == subset_sum(sequence, 11)",0
193,1,"What is a contiguously-allocated structures, and give examples.","Contiguously-allocated structures are composed of single slabs of memory, and include arrays, matrices, heaps, and hash tables.",0
194,1,"What are linked data structures and give examples.","Linked data structures are composed of distinct chunks of memory bound together by pointers, and include lists, trees, and graph adjacency lists.",0
195,1,"What are some benefits of arrays?","- Constant-time access given the index
- Space efficiency
- Memory locality",0
196,1,"Why is memory locality important?","Physical continuity between successive data accesses helps exploit the high-speed cache memory on modern computer architectures.",0
197,1,"What are some advantages to linked lists over arrays?","- Overflow on linked structures can never occur unless the memory is actually full.
- Insertions and deletions are simpler than for contiguous (array) lists.
- With large records, moving pointers is easier and faster than moving the items themselves.",0
198,1,"What are some advantages to arrays over linked lists?","- Linked structures require extra space for storing pointer fields.
- Linked lists do not allow efficient random access to items.
- Arrays allow better memory locality and cache performance than random pointer jumping.",0
199,2,"Given two strings str1 and str2, find the minimum number of edits (edit one character to another, delete char from str1 or delete char from str2) to change str1 to str2.","""""""
* DP Runtime : O(len(str1) * len(str2))
""""""

def min_edit_distance(str1, str2):
    rows = len(str2) + 1
    cols = len(str1) + 1
    T = [[0 for _ in range(cols)] for _ in range(rows)]

    for j in range(cols):
        T[0][j] = j

    for i in range(rows):
        T[i][0] = i

    for i in range(1, rows):
        for j in range(1, cols):
            if str2[i - 1] == str1[j - 1]:
                T[i][j] = T[i - 1][j - 1]
            else:
                T[i][j] = 1 + min(T[i - 1][j - 1], T[i - 1][j], T[i][j - 1])

    print_edits(T, str1, str2)

    return T[rows - 1][cols - 1]


if __name__ == '__main__':
    str1 = ""azced""
    str2 = ""abcdef""
    expected = 3
    assert expected == min_edit_distance(str1, str2)
    assert expected == min_edit_distance(str2, str1)",0
200,1,"Codeless question: Write a function to find the middle node of a singly-linked list.","How would you do it?",0
201,1,"Codeless question: Write a function to compare whether two binary trees are identical. Identical trees have the same key value at each position and the same structure.",How?,0
202,1,"Codeless quesiton: Write a program to convert a binary search tree into a linked list.","How would you do it?",0
203,1,"Codeless Question: You are given a search string and a magazine. You seek to generate all the characters in search string by cutting them out from the magazine. Give an algorithm to efficiently determine whether the magazine contains all the letters in the search string.","How would you do it?",0
204,1,"Codeless question: Give an algorithm for finding an ordered word pair (e.g., “New York”) occurring with the greatest frequency in a given webpage. Which data structures would you use?","You could use a hash table, creating or updating an entry for each pair. 
Keep track of max_frequency and most_frequent_phrase.
Just increment the count, and when you see the new count is > than max_frequency, update max_frequency and most_frequent_phrase",0
